popularity,title,vote_average,vote_count,release_year,genero,director,Actor_principal,combined_features
0.002157502870280993,Stockholm East,0.6000000000000001,0.00014209591474245115,0.9444444444444459,6,8704,6822,6 8704 6822
0.0030657338004857807,The Easter Bunny Is Comin' to Town,0.55,0.00014209591474245115,0.62962962962963,8,777,3092,8 777 3092
0.0024103116945160784,Phar Lap,0.73,0.0006394316163410302,0.685185185185186,6,8716,9447,6 8716 9447
0.026696147745402993,Space Pirate Captain Harlock,0.6400000000000001,0.025932504440497335,0.962962962962964,2,8635,8823,2 8635 8823
0.03942501140087583,Zulu,0.7400000000000001,0.009733570159857903,0.509259259259259,0,1812,8957,0 1812 8957
0.001387501231751209,The Late George Apley,0.65,0.00014209591474245115,0.35185185185185197,3,4946,8303,3 4946 8303
0.03226230422460325,Marley & Me: The Puppy Years,0.53,0.0026287744227353462,0.9444444444444459,7,6437,9568,7 6437 9568
0.00595662042339789,Bab'Aziz,0.7200000000000001,0.0005683836589698046,0.8888888888888878,6,6786,7430,6 6786 7430
0.002298446737093595,"Taxi, Trailer and Bullfight",0.5599999999999999,0.0004262877442273535,0.45370370370370294,3,562,5934,3 562 5934
0.0017063364054532367,The Girl of the Golden West,0.38,0.00014209591474245115,0.268518518518519,14,8120,4284,14 8120 4284
0.00874642904265707,Twitches Too,0.55,0.0036234458259325046,0.907407407407406,6,8971,9214,6 8971 9214
0.10655697096847845,Pirates of the Caribbean: At World's End,0.6900000000000001,0.32873889875666074,0.907407407407406,1,3366,4714,1 3366 4714
0.010046863419525634,A Teacher,0.45,0.0022735346358792184,0.962962962962964,6,3532,5825,6 3532 5825
0.0012765060255617985,Pyrates,0.0,0.0,0.7592592592592579,14,6987,5299,14 6987 5299
0.015417407410462608,Embrace of the Vampire,0.5,0.0024156305506216696,0.796296296296298,11,625,383,11 625 383
0.043883848854141476,Partly Cloudy,0.79,0.023801065719360567,0.9259259259259239,2,7467,9531,2 7467 9531
0.007429853305990348,I Wanna Hold Your Hand,0.65,0.0020603907637655417,0.638888888888889,3,8121,7028,3 8121 7028
0.0017526336712855937,Cool Blue,0.45,0.00035523978685612787,0.7499999999999989,3,7894,10019,3 7894 10019
0.004193036719986539,Lenin in October,0.52,0.00021314387211367674,0.25925925925925997,6,6677,1176,6 6677 1176
0.009524472482627023,Mimic: Sentinel,0.48,0.0025577264653641207,0.8703703703703699,11,3913,5082,11 3913 5082
0.0022071466398812275,The Whoopee Boys,0.0,0.0,0.7129629629629629,3,4636,6714,3 4636 6714
0.003239140452579675,Night People,0.58,0.00021314387211367674,0.41666666666666696,18,7030,3440,18 7030 3440
0.002200504594331785,Vavien,0.65,0.0006394316163410302,0.9259259259259239,3,2489,2773,3 2489 2773
0.007862877303690726,Dirty Mary Crazy Larry,0.67,0.002344582593250444,0.601851851851851,0,4696,7639,0 4696 7639
0.008250171412339694,The Jazz Singer,0.6400000000000001,0.0021314387211367673,0.16666666666666596,6,172,161,6 172 161
0.012684686408271093,Shadow Conspiracy,0.4,0.000852575488454707,0.814814814814816,0,3202,1597,0 3202 1597
0.0020052284551781655,Dead of the Nite,0.22999999999999998,0.000497335701598579,0.962962962962964,11,8341,9544,11 8341 9544
0.005031684154079747,Glass House: The Good Mother,0.67,0.0011367673179396092,0.8981481481481469,6,8868,554,6 8868 554
0.0032219628657264862,When Ladies Meet,0.48,0.00014209591474245115,0.222222222222222,3,3573,582,3 3573 582
0.003031113624450577,The Hellstrom Chronicle,0.5900000000000001,0.0005683836589698046,0.574074074074074,6,9665,5626,6 9665 5626
0.009993530002116347,Slaughter Hotel,0.5,0.000852575488454707,0.574074074074074,11,2846,5412,11 2846 5412
0.014255236299926591,Udta Punjab,0.7400000000000001,0.0022735346358792184,0.990740740740741,17,42,8735,17 42 8735
0.0014359389010087061,8 Dates,0.2,7.104795737122558e-05,0.9166666666666649,3,7361,2978,3 7361 2978
0.025565226524874023,Barney's Version,0.7200000000000001,0.00930728241563055,0.935185185185187,3,7864,7514,3 7864 7514
0.004135364738809153,Twice Upon a Yesterday,0.51,0.0005683836589698046,0.824074074074075,3,6210,5693,3 6210 5693
0.030533439223733982,Divines,0.81,0.011438721136767319,0.990740740740741,6,3725,7380,6 3725 7380
0.03254484766911902,Drop Zone,0.51,0.0064653641207815275,0.787037037037039,0,4620,9934,0 4620 9934
0.03574267493812772,Easy Money,0.65,0.004476021314387211,0.935185185185187,6,1917,4563,6 1917 4563
0.00010234186091348694,100 Days,0.0,0.0,0.7592592592592579,14,7169,3956,14 7169 3956
0.003033536017533315,The Magic Christian,0.6000000000000001,0.0009236234458259325,0.5555555555555559,3,4951,7667,3 4951 7667
0.0014195087566214396,The Heart Elsewhere,0.55,0.0005683836589698046,0.8703703703703699,3,7625,7113,3 7625 7113
0.04108247865892079,The Jacket,0.68,0.03261101243339254,0.8888888888888878,6,4735,97,6 4735 97
0.04035918877704538,Man Up,0.65,0.028063943161634103,0.981481481481482,14,902,8869,14 902 8869
0.01991581514736732,The Five Heartbeats,0.79,0.001492007104795737,0.7592592592592579,6,8111,8207,6 8111 8207
0.023255184237161372,Howl,0.5,0.009449378330373001,0.981481481481482,11,7263,2552,11 7263 2552
0.03592847214782716,Gridlock'd,0.68,0.003907637655417406,0.814814814814816,4,9644,9612,4 9644 9612
0.005041693088191593,Last Embrace,0.58,0.0011367673179396092,0.6481481481481479,17,4857,8356,17 4857 8356
0.004636779722141389,Old Shatterhand,0.58,0.0012078152753108348,0.509259259259259,1,3758,5768,1 3758 5768
0.005070992832855734,"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",0.77,0.000852575488454707,0.5925925925925919,6,5388,5391,6 5388 5391
0.0044758145896393415,Day of the Outlaw,0.5700000000000001,0.0011367673179396092,0.462962962962964,17,558,8194,17 558 8194
0.007642527867271179,Maléfique,0.61,0.0021314387211367673,0.8611111111111109,8,2719,3498,8 2719 3498
0.032422025884639265,About Last Night,0.6000000000000001,0.01541740674955595,0.9722222222222229,3,8895,5311,3 8895 5311
0.0018302114043167845,The Piano in a Factory,0.7200000000000001,0.0007815275310834813,0.9444444444444459,6,9977,9903,6 9977 9903
0.005471825842535154,Pornography,0.65,0.0004262877442273535,0.8703703703703699,18,4137,8539,18 4137 8539
0.022471100103080472,Maximum Overdrive,0.55,0.012078152753108348,0.7129629629629629,0,8844,2732,0 8844 2732
0.06653027517746696,The Last Samurai,0.73,0.13825932504440497,0.8703703703703699,6,2583,9453,6 2583 9453
0.007953351816724822,American Pop,0.7200000000000001,0.001492007104795737,0.666666666666666,2,7690,8300,2 7690 8300
0.0062040204821523035,The Breaking Point,0.7000000000000001,0.0007815275310834813,0.37962962962962893,6,6434,4633,6 6434 4633
0.005466882529862807,Let Him Have It,0.65,0.0010657193605683837,0.7592592592592579,6,7445,1748,6 7445 1748
0.028296486616791232,Stitches,0.55,0.006678507992895204,0.9537037037037049,11,1752,8343,11 1752 8343
0.02412905659619403,License to Wed,0.53,0.018330373001776198,0.907407407407406,3,5268,8231,3 5268 8231
0.0203747821935667,Rushmore,0.75,0.048880994671403194,0.824074074074075,3,9707,4183,3 9707 4183
0.025501364361092498,Four Minutes,0.7000000000000001,0.002202486678507993,0.8981481481481469,6,1541,6953,6 1541 6953
0.0008361333094351062,Terror Beneath the Sea,0.53,0.0002841918294849023,0.5277777777777769,11,3509,8920,11 3509 8920
0.006889231567854749,I Love You Too,0.58,0.0009236234458259325,0.935185185185187,3,1846,1223,3 1846 1223
0.000692084158923174,The Rage of Paris,0.55,0.00014209591474245115,0.268518518518519,3,3644,2085,3 3644 2085
0.017912642158970437,The Prisoner of Zenda,0.8400000000000001,0.0007815275310834813,0.25925925925925997,1,4645,8303,1 4645 8303
0.0022486534790001757,The Softening of the Egg,0.53,0.00021314387211367674,0.6111111111111119,3,3536,3509,3 3536 3509
0.005504482283364435,Two Much,0.51,0.001705150976909414,0.8055555555555569,3,2856,701,3 2856 701
0.0031581007019449636,Johan Falk: Spelets regler,0.67,0.0007104795737122557,0.9537037037037049,0,1486,4002,0 1486 4002
0.030394550823702664,Sahara,0.5700000000000001,0.03126110124333925,0.8888888888888878,0,1121,6499,0 1121 6499
0.014100145385713539,"He Said, She Said",0.48,0.001847246891651865,0.7592592592592579,3,5268,5299,3 5268 5299
0.007959429882959071,Coldblooded,0.67,0.0009236234458259325,0.796296296296298,0,9662,6690,0 9662 6690
0.02729559320560665,Chopping Mall,0.55,0.0041207815275310835,0.7129629629629629,11,4510,5230,11 4510 5230
0.005968181999359401,Sapphire,0.67,0.000852575488454707,0.462962962962964,4,875,7193,4 875 7193
0.0029476752629934073,Tear This Heart Out,0.6900000000000001,0.000497335701598579,0.9166666666666649,14,8133,433,14 8133 433
0.028651229606049305,"Sorry, Wrong Number",0.68,0.002841918294849023,0.36111111111111094,6,454,907,6 454 907
0.0006544266485037241,Rio 100 Degrees F.,0.30000000000000004,0.00014209591474245115,0.42592592592592593,6,6858,4290,6 6858 4290
0.054252401318602664,Poltergeist,0.5,0.06564831261101244,0.981481481481482,11,3284,8492,11 3284 8492
0.012588667231126156,"Hush... Hush, Sweet Charlotte",0.7000000000000001,0.0038365896980461812,0.509259259259259,4,7987,1034,4 7987 1034
0.015686095989632783,Cyrano de Bergerac,0.5900000000000001,0.0004262877442273535,0.37962962962962893,1,6458,4856,1 6458 4856
0.004231346543830794,Enter the Phoenix,0.6400000000000001,0.0006394316163410302,0.8796296296296289,17,8834,10093,17 8834 10093
0.018378781255376914,The Secret of My Success,0.6200000000000001,0.010728241563055062,0.722222222222222,3,3658,6690,3 3658 6690
0.00198493199476263,Mad Love,0.7000000000000001,0.000497335701598579,0.7037037037037039,6,557,8926,6 557 8926
0.02177028785463478,Born to Raise Hell,0.4,0.0015630550621669626,0.935185185185187,0,5574,9061,0 5574 9061
0.03577387046868271,Meet the Robinsons,0.67,0.05591474245115453,0.907407407407406,2,8841,9484,2 8841 9484
0.024393161994061798,Drums Along the Mohawk,0.65,0.0015630550621669626,0.27777777777777796,14,4665,1829,14 4665 1829
0.0008322941731328707,Blondes at Work,0.73,0.00014209591474245115,0.268518518518519,4,2945,3359,4 2945 3359
0.0389274899132979,No Way Out,0.6900000000000001,0.011012433392539964,0.722222222222222,0,8170,5305,0 8170 5305
0.0033525104873312647,This Is My Affair,0.77,0.00021314387211367674,0.25925925925925997,14,9734,8205,14 9734 8205
0.006196206310917664,Soulless,0.55,0.0017761989342806395,0.9537037037037049,3,8206,2090,3 8206 2090
0.009023675838062049,Cheats,0.5599999999999999,0.001989342806394316,0.8611111111111109,3,513,9576,3 513 9576
0.020350955766232557,Don't Kill It,0.61,0.0025577264653641207,0.990740740740741,8,6651,2397,8 6651 2397
0.003483143045579898,Henry VIII and His Six Wives,0.7400000000000001,0.00035523978685612787,0.5833333333333329,6,9684,5221,6 9684 5221
0.001543125548087669,Wichita,0.39,0.0005683836589698046,0.42592592592592593,19,3989,4564,19 3989 4564
0.006506941926261702,The Coast Guard,0.68,0.0020603907637655417,0.8611111111111109,17,5365,4133,17 5365 4133
0.01471299384831748,Iron Eagle,0.48,0.004547069271758437,0.7129629629629629,0,8680,5923,0 8680 5923
0.0009654442535053592,Long Live Ghosts!,0.58,0.0004262877442273535,0.62962962962963,7,7044,4482,7 7044 4482
1.4778976030729615e-05,SS Camp 5: Women's Hell,0.35000000000000003,0.00014209591474245115,0.62962962962963,18,8562,7407,18 8562 7407
0.007141941865582964,Carry On Abroad,0.61,0.0019182948490230906,0.5833333333333329,3,3237,8832,3 3237 8832
0.03145839248038089,Hunt for the Wilderpeople,0.78,0.03218472468916519,0.990740740740741,6,9074,8487,6 9074 8487
0.0034495115320791634,Jim Jefferies: I Swear to God,0.68,0.0017761989342806395,0.9259259259259239,3,4743,4454,3 4743 4454
0.004012831738918509,The Shaolin Avengers,0.49000000000000005,0.00035523978685612787,0.6203703703703709,0,1413,289,0 1413 289
0.0038872444173148495,Nora Roberts' Midnight Bayou,0.58,0.0007815275310834813,0.9259259259259239,6,7694,4391,6 7694 4391
0.002445913738154243,He Who Gets Slapped,0.7200000000000001,0.0010657193605683837,0.138888888888889,6,9563,5883,6 9563 5883
0.0034070907746723386,Faintheart,0.66,0.0006394316163410302,0.9166666666666649,14,9615,2568,14 9615 2568
0.005848696526250268,Eureka,0.58,0.000994671403197158,0.685185185185186,6,6932,3215,6 6932 3215
0.05113296377694039,Maverick,0.66,0.034813499111900535,0.787037037037039,0,7845,6592,0 7845 6592
0.008863060644532683,God of Gamblers,0.66,0.0024156305506216696,0.7407407407407399,0,9819,1663,0 9819 1663
1.6498093702350116e-05,A Bullet for Sandoval,0.0,0.0,0.5555555555555559,0,5080,2837,0 5080 2837
0.037586258767653015,Zombieland,0.7200000000000001,0.2596802841918295,0.9259259259259239,3,8272,4403,3 8272 4403
0.002891504961679372,A Month by the Lake,0.7200000000000001,0.000497335701598579,0.796296296296298,3,4704,9698,3 4704 9698
0.007800883746074007,Bonneville,0.5900000000000001,0.0011367673179396092,0.8981481481481469,3,1648,5152,3 1648 5152
0.004189401431629556,Blood Night: The Legend of Mary Hatchet,0.51,0.0012078152753108348,0.9259259259259239,11,2956,7070,11 2956 7070
0.005893036851808211,Una noche,0.5900000000000001,0.0011367673179396092,0.9537037037037049,6,5821,2043,6 5821 2043
0.011572750226376539,The Stranger Within,0.44000000000000006,0.0017761989342806395,0.962962962962964,17,72,9957,17 72 9957
0.0041412525469611645,Manam,0.78,0.000852575488454707,0.9722222222222229,7,9571,7020,7 9571 7020
0.04340492849156774,The Perks of Being a Wallflower,0.77,0.21712255772646535,0.9537037037037049,6,8824,5873,6 8824 5873
6.819053515236186e-05,The Baby Maker,0.0,0.0,0.564814814814815,6,4019,900,6 4019 900
0.031694095064543626,8 Million Ways to Die,0.5599999999999999,0.0016341030195381882,0.7129629629629629,4,3511,4294,4 3511 4294
0.004844755588284173,Johan Falk: Barninfiltratören,0.6000000000000001,0.0005683836589698046,0.9537037037037049,0,7861,4002,0 7861 4002
0.0024673313622686614,Clash of Egos,0.61,0.0007104795737122557,0.8981481481481469,3,9377,9650,3 9377 9650
0.026570852605854192,V/H/S,0.58,0.027353463587921848,0.9537037037037049,17,4580,1388,17 4580 1388
0.04387094527920707,Battleship Potemkin,0.76,0.014280639431616341,0.14814814814814797,6,8546,217,6 8546 217
0.001601504202141928,Secret Defense,0.7400000000000001,0.00035523978685612787,0.824074074074075,4,3986,8541,4 3986 8541
0.0014514958966971453,Tony Arzenta,0.5700000000000001,0.00035523978685612787,0.5925925925925919,0,2478,165,0 2478 165
0.0026717229020407746,The Marseille Contract,0.67,0.0004262877442273535,0.601851851851851,4,8084,6652,4 8084 6652
0.00536311373333256,Pigsty,0.7400000000000001,0.001705150976909414,0.5555555555555559,6,7568,7731,6 7568 7731
0.030590071580390586,Empire State,0.49000000000000005,0.01626998223801066,0.962962962962964,0,2356,5777,0 2356 5777
0.001009519576734475,I'll Never Forget What's'isname,0.7000000000000001,0.00021314387211367674,0.537037037037038,3,6570,7358,3 6570 7358
0.0022946483703804098,The Boy Next Door,0.53,0.0007104795737122557,0.9166666666666649,4,6854,2370,4 6854 2370
0.004396398827635133,The Errand Boy,0.55,0.0009236234458259325,0.48148148148148195,3,4421,4389,3 4421 4389
0.029983569583815473,Zambezia,0.53,0.004902309058614565,0.9537037037037049,3,9697,4380,3 9697 4380
0.005335298681203,Band of Angels,0.5,0.000497335701598579,0.444444444444444,1,7724,1817,1 7724 1817
0.0006302774619229366,Last Man Standing,0.30000000000000004,0.0002841918294849023,0.9444444444444459,6,2750,671,6 2750 671
0.04555861261034102,Here Comes the Boom,0.6000000000000001,0.0424866785079929,0.9537037037037049,3,2930,8470,3 2930 8470
0.005956630615795153,Vengeance Is Mine,0.77,0.001989342806394316,0.6481481481481479,4,8668,5259,4 8668 5259
0.026861835355303367,Smokin' Aces,0.6400000000000001,0.038436944937833034,0.8981481481481469,0,4559,8422,0 4559 8422
0.01468308255981758,House,0.71,0.008312611012433392,0.62962962962963,3,6992,5389,3 6992 5389
0.0028579108203019344,Home Movies,0.52,0.0004262877442273535,0.6574074074074069,3,1156,7028,3 1156 7028
0.014717176128660884,Initial D,0.63,0.0032682060390763763,0.8888888888888878,0,521,4204,0 521 4204
0.002014136610385653,Dr. Goldfoot and the Girl Bombs,0.53,0.0005683836589698046,0.5277777777777769,0,6042,9800,0 6042 9800
0.0026274980903184743,Blind Man,0.5900000000000001,0.0007815275310834813,0.9537037037037049,17,9838,3976,17 9838 3976
0.10477056988506195,Arrival,0.7200000000000001,0.4070337477797513,0.990740740740741,17,2273,417,17 2273 417
0.00413377472483619,The Most Beautiful,0.53,0.000497335701598579,0.32407407407407496,6,135,9195,6 135 9195
0.01783774842388506,Slaughterhouse-Five,0.63,0.003339253996447602,0.5833333333333329,3,3206,6733,3 3206 6733
0.0051219072546480355,A.R.O.G.,0.67,0.0015630550621669626,0.9166666666666649,3,389,1531,3 389 1531
0.011161643280256445,Spider Baby,0.71,0.0029129662522202485,0.537037037037038,3,3943,5884,3 3943 5884
0.06727365087688114,Cinderella,0.67,0.17236234458259325,0.981481481481482,14,5284,5798,14 5284 5798
